id,title,description,likeCount,publishTime,duration_seconds,viewCount,like_to_view_ratio
0e3GPea1Tyg,"$456,000 Squid Game In Real Life!",MAKE SURE YOU WATCH UNTIL GLASS BRIDGE IT'S INSANE! Download Brawl Stars now and get a free gift from me in the ...,12250732.0,2021-11-24 21:00:01+00:00,1542,178763228.0,0.06853049218824803
nuM0Z4a7kMs,I Spent 24 Hours Straight In Insane Asylum,"THIS VIDEO WAS CRAZY, LIKE FOR MORE MINECRAFT New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...",1923305.0,2019-02-10 21:05:00+00:00,978,91428157.0,0.02103624379084881
DoIQMkoYSzw,"SELLING ORGANS FOR $1,000,000",Did you know your kidney is worth 200000$? lol Like or I will become your kidney.,120404.0,2016-08-02 20:02:21+00:00,335,3453554.0,0.03486379538295912
97Gh93Daio0,I Made Money Grow On Trees,I CAN'T BELIEVE THEY FOUGHT OVER THE MONEY!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...,400902.0,2018-06-01 22:09:00+00:00,634,15956954.0,0.02512396789512585
t8aM4HuVLrQ,This is a block? Since when lol.,"This is the first time i ever encountered the yellow block or so called ""sponge"" in minecraft. since when is this a block?",15298.0,2013-01-21 22:30:09+00:00,52,360054.0,0.04248807123375938
9vB-48kHbBU,I Built A Giant House Using Only Legos,THIS TOOK US OVER AN ENTIRE MONTH TO BUILD THIS HOUSE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,928086.0,2018-12-02 20:05:01+00:00,829,54418062.0,0.017054741861259225
5Fg9oZk-5uA,I Bought Everything In 5 Stores,Please subscribe this video costed so much money Buy Merch Here!! - https://shopmrbeast.com/ Beast Philanthropy ...,3640655.0,2021-01-09 21:01:25+00:00,854,74045114.0,0.04916806529597618
koRKIlRQj4g,I Built A Mansion Using Only Cardboard Boxes,THIS TOOK THOUSANDS OF BOXES SUBSCRIBE OR I DELETE YOUR MINECRAFT ACCOUNT NEW Merch Store!,532077.0,2018-03-20 22:50:00+00:00,431,23717561.0,0.02243388348405639
8TFq_vvO_Wg,MrBeast6000&#39;s First Video (So Bad lol),This is the first video I uploaded to this channel!,434878.0,2015-11-19 21:29:40+00:00,187,10953561.0,0.03970197454508173
MC5h-ShR-S8,"We Drove 3,000 Miles For The World&#39;s Best Burger",THIS WAS THE CRAZIEST THING I'VE EVER DONE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,1091308.0,2018-06-09 21:13:59+00:00,926,45984373.0,0.023732149180331327
IAbX0FwX-GY,Why I Haven&#39;t Been Uploading,The truth behind it.,,2013-03-25 20:10:38+00:00,363,365229.0,
lfD7kMZKuNg,Big Channel&#39;s Starting Over???,This video is about people who I have watched that started over with a new channel. Pico - https://www.youtube.com/user/pico210 ...,571.0,2015-08-05 10:00:02+00:00,199,20549.0,0.027787240255000244
QbJJwaVdgIs,I Got Hunted By The Military,"I'm not sure how they drove over that... it wasnt supposed to happen Sign up using code ""BEASTHUNT"" with current!",2416595.0,2021-12-10 21:30:02+00:00,662,43165039.0,0.055985006755119575
AiGKBNGlzHo,I Ran A Marathon In The World&#39;s Largest Shoes,Get the best deals while you're stuck at home ▸ http://joinhoney.com/mrbeast Honey is FREE and finds coupons with the click of a ...,1933396.0,2020-03-21 20:00:02+00:00,899,63756654.0,0.030324615215848685
dFr5YQaQQdo,"I Gave $20,000 To People From An Ice Cream Truck",I gave away $20000 New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG To be 100% honest it was ...,333063.0,2018-05-02 22:11:00+00:00,822,14142927.0,0.02354979276920541
GLoeAJUcz38,"Press This Button To Win $100,000!","Push the red subscribe button and you could also win $100000! (Seriously, we always fly subscribers down lol) New Merch ...",2762425.0,2020-11-14 21:00:02+00:00,911,145527042.0,0.018982210880091964
HBMmK1c44sE,I Spent 24 Hours In A Doomsday Bunker,The bunker gets crazier as the video goes on! SUBSCRIBE OR YOU'LL HAVE BAD LUCK For more info on this bunker check out ...,2080395.0,2020-04-11 20:00:00+00:00,719,102795467.0,0.02023819785749891
IYVjOfoU3uI,I Gave My Credit Card To Random People,Watch until the end to see how much they spend! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2815381.0,2020-02-01 21:00:01+00:00,1008,101244292.0,0.027807799772060236
UE5AHE2Ypr8,"I Gave My 40,000,000th Subscriber 40 Cars",I was able to afford this because you guys bought the 40 mil merch! Thank you so much!!! Buy New Merch!,3128951.0,2020-09-19 20:00:02+00:00,1031,87102771.0,0.035922519617659465
52ubXjlVzUY,"Donating $100,000 To A Random Fortnite Streamer",THIS IS THE MOST MONEY I'VE EVER DONE IN A VIDEO!! Download Quidd For Free - http://bit.ly/2AIsjyv This is simon aka ...,1037696.0,2018-08-05 22:00:00+00:00,1382,49107493.0,0.021131113331319926
b91vrgVY-ZQ,"Attempting The Impossible Maze - $10,000 Challenge",NO ONE HAS EVER SOLVED THIS MAZE!! Build A Website For Free - https://www.wix.com/go/mrbeast 7000000th Subscriber ...,930096.0,2018-08-15 21:08:59+00:00,1187,49047821.0,0.018963044250222653
fMfipiV_17o,"Would You Sit In Snakes For $10,000?",Would you sit in a tub of snakes for $10000? New Merch - https://shopmrbeast.com/ Subscribe to Brian Barczyk: ...,3125932.0,2021-04-10 21:00:07+00:00,849,109152270.0,0.02863826835667275
mpZWt5pGKZ8,The Real Way Dinosaurs Went Extinct,SCHOOLS HAVE BEEN LYING TO YOU ALL YOUR LIFE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...,665682.0,2018-06-28 21:12:01+00:00,351,24150678.0,0.02756369821170238
nd-bwvNB7YA,Destroying My Friend&#39;s Car And Surprising Him With A New One - Slime,YOU WON'T BELIEVE WHAT CAR WE GOT HIM!!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,1938017.0,2018-08-28 22:08:59+00:00,971,85399212.0,0.02269361689192167
YyhKdOCwD7s,24 Hours In The Most Haunted Place On Earth,YOU WON'T BELIEVE WHAT WE FOUND! lol New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,1727423.0,2019-05-30 20:07:01+00:00,907,53637455.0,0.03220553622464004
SZQhgExjBvQ,I Survived 24 Hours Straight In Ice,i borderline went crazy about 17 hours in... New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2833891.0,2020-10-29 20:17:44+00:00,694,85113492.0,0.03329543804876435
NS3hse9ezik,"Last To Leave Ramen Noodle Pool Wins $20,000","Whoever left the ramen noodles last, won $20000! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...",1024261.0,2019-09-13 20:00:05+00:00,872,42663444.0,0.024007930536503335
P4qWhSZ7_WA,Things That SHOULDN&#39;T Be Sold On Amazon,I bought a bunch of stuff that probably shouldn't be sold on amazon. New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,1367280.0,2018-09-21 22:06:01+00:00,846,86162309.0,0.015868655516183997
fG1N5kzeAhM,Dear Future Me (Scheduled Uploaded 6 Months Ago),"Dear future me, please do not be dead. Btw I also made a video for 1 and 10 years in the future!",113655.0,2016-04-04 19:30:01+00:00,145,1720103.0,0.0660745315832831
9GD6hbqu2oM,I Spent 24 Hours Straight In Slime,THIS WAS THE MOST DISGUSTING THING I HAVE EVER DONE I STILL HAVE A RASH FROM IT LOL subscribe for a car New ...,844625.0,2018-10-09 20:05:02+00:00,878,37343693.0,0.022617607744365293
ep7S1XnuQLU,"5,000 Hype",My Friend - https://www.youtube.com/watch?v=VJnczlbjyss Lets get him over 500 subs :),1890.0,2015-08-11 10:00:00+00:00,184,68280.0,0.027680140597539545
GUWGsIVEMSQ,"Surprising Tfue With $10,000 Live - Fortnite",YOU WON'T BELIEVE HOW HE REACTED!!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG This is a ...,1377667.0,2018-10-04 20:07:01+00:00,923,64588022.0,0.021330069528990993
tBEBc4KQVsU,I Hope This Magic Trick Works,WE ATTEMPTED POPULAR MAGIC TRICKS AND THIS HAPPENED OPEN and follow all these guys! Chris Ramsey ...,654619.0,2018-09-11 21:13:59+00:00,982,38328312.0,0.017079254625144983
xRwy_rKc7gI,World&#39;s Largest Bowl Of Cereal,YOU WON'T BELIEVE HOW BIG IT WAS LOL New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG In this ...,1854976.0,2019-05-15 21:05:01+00:00,942,94292762.0,0.019672517387919978
TOcGSwJBPMQ,I Spent 24 Hours Straight At Area 51,YOU WON'T BELIEVE WHAT WE FOUND OUT!!!!!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2155891.0,2019-08-02 21:00:01+00:00,919,75223134.0,0.028659946553144144
PJyWmlWNor8,WHY DO THEY SELL THIS ON AMAZON?,"HOW DID IT DO THAT? like for a free package PO BOX ADDRESS 740 SE Greenville Blvd., Ste. 400-344 Greenville, NC 27858 ...",702067.0,2016-12-18 02:00:04+00:00,612,8221419.0,0.08539486918255838
YQDDm9HLkV4,I Adopted EVERY Dog In A Dog Shelter,"This is my favorite video i have ever made, it took me 9 months to film. PLEASE DONATE HERE: https://furkids.org/donation/ New ...",3343738.0,2020-07-23 20:00:11+00:00,964,104797858.0,0.031906549082329524
Y74b7WlcEpk,More birds IN MINECRAFT!!,Basically what this mod does is adds more birds to minecraft. i forgot to mention that you can find nest which have eggs in them....,21805.0,2013-01-12 23:35:45+00:00,126,508657.0,0.04286778713356938
gYaxI_allkQ,Am I Ian From Smosh????,Is Mr.Beast actually Ian from Smosh? This is something that I actually get asked a lot. Twitter Please Follow!,5978.0,2015-08-02 19:09:03+00:00,138,336265.0,0.017777645606887424
uE6gud1voDs,"Ordering Water Then Tipping $30,000",You won't believe how they reacted to the $30000 we tipped! subscribe for a car New Merch - https://shopmrbeast.com/ ...,1067119.0,2018-10-23 20:11:02+00:00,723,39714916.0,0.02686947644557526
XE9pUM9MEFA,I Built A Working Car Using Only LEGOS,I CAN'T BELIEVE WE DROVE THIS ON THE HIGHWAY Subscribe for a cookie New Merch - https://shopmrbeast.com/ SONG ...,1357892.0,2018-06-23 21:09:58+00:00,750,60094101.0,0.022596094748135096
x4IXCimma-s,5 Youtubers I Think Will Be Famous...,I this video I talk about 5 channels that I think will get a ton of subs over the next year and more than likely make it big.,3398.0,2014-05-31 21:06:55+00:00,264,115490.0,0.029422460819118538
urtFrxDUV6c,"Would YOU Quit School For $100,000?",You won't believe what they chose! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2004164.0,2021-07-10 20:00:09+00:00,694,55202068.0,0.0363059586825624
ktyJIj6i4Qw,"If You Can Carry $1,000,000 You Keep It!",Exclusive Merch Here - https://shopmrbeast.com/ YOU HAVE 7 DAYS TO BUY THIS SHIRT AND YOUR NAME WILL BE ADDED ...,1997674.0,2021-07-24 20:00:59+00:00,645,59015812.0,0.03384980960695754
Kgu2ApayYvI,How Much Money Do I Make?????,"Thought I would mix it up and instead of talking about a different youtuber, I talk about my self :) = Enjoy the video? Click here!",2929.0,2014-03-16 01:24:25+00:00,250,84770.0,0.0345523180370414
AKJfakEsgy0,Hi Me In 5 Years,This video was filmed 5 years ago You better have a million subscribers! I added some clips from the other hi me videos to this ...,4020866.0,2020-10-04 20:00:54+00:00,128,54420826.0,0.07388469259911637
8D3vI1615K4,Fidget Spinner Vs Face (Legit Had To Get Stitches),THIS IS NOT CLICKBAIT Enter $500 Giftcard Giveaway: http://bit.ly/2nVhJgm SUBSCRIBE FOR A FREE CAR CLICK HERE TO ...,1302416.0,2017-05-02 23:30:00+00:00,427,34564059.0,0.03768122256706019
52ubXjlVzUY,"Donating $100,000 To A Random Fortnite Streamer",THIS IS THE MOST MONEY I'VE EVER DONE IN A VIDEO!! Download Quidd For Free - http://bit.ly/2AIsjyv This is simon aka ...,1037696.0,2018-08-05 22:00:00+00:00,1382,49107493.0,0.021131113331319926
Vl3swga-Xrk,"Would You Rather Have A Giant Diamond or $100,000?",I cant believe i spent this much again.... Download link: https://dragoncity.onelink.me/DDHl/MrBeast New Merch ...,2036903.0,2020-09-26 20:40:02+00:00,805,84145733.0,0.024206848373404744
rH1D_3G56DY,Returning Destroyed Rental Cars Prank,"YOU WON'T BELIEVE HOW THE MANAGER REACTED LOL In this video we returned car in an experiement. If you diy this, be ...",512955.0,2018-07-27 21:09:00+00:00,630,31253076.0,0.01641294444105278
KzwTYZ2W3ZA,Microwaving A Microwave,IT BLEW UP WTF like or i steal yo girl ...,417870.0,2016-12-09 02:45:18+00:00,604,10839661.0,0.038550098568580694
nywT2SenPIo,"Last To Remove Hand, Gets Lamborghini Challenge",YOU WON'T BELIEVE WHO WINS THE COMPETITION AND HOW THEY DO IT! New Merch - https://shopmrbeast.com/ ...,1400722.0,2018-11-02 20:05:01+00:00,1187,69218300.0,0.020236295892849147
bFZdU9dr4OM,Rocket League In Real Life!,THIS WAS THE CRAZIEST THING WE HAVE EVER DONE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...,480682.0,2018-09-01 21:08:58+00:00,775,25522152.0,0.018833913378464323
d7QmQtNwhcU,"Can 1,000 Rolls Of Duct Tape Stop A Car??",WILL THE CAR MAKE IT THROUGH? Download PUBGMOBILE: http://bit.ly/MrBeastPubG Can 1000 rolls of duck tape stop a car?,500404.0,2018-04-30 22:09:00+00:00,623,24391194.0,0.020515764828896856
Lx9fRu5ehFo,We Are Better Than Dude Perfect,We are better Music By - https://m.youtube.com/channel/UCJrYFqO8sG-KtqUhWRtQL4w SUBSCRIBE FOR A FREE CAR CLICK ...,582620.0,2017-06-24 18:40:12+00:00,158,22953310.0,0.025382831495762485
q6Qw8mUVTrE,I Put 10 Million Legos in Friend&#39;s House,YOU WON'T BELIEVE HOW HE REACTED WHEN HE CAME HOME LOL New Merch - https://shopmrbeast.com/ SUBSCRIBE OR ...,924864.0,2019-01-18 22:04:59+00:00,917,46254313.0,0.019995194826480288
Izmibu7dxcs,Destroying My Friend&#39;s Car And Surprising Him With A New One,HE DIDN'T SEE IT COMING LOL Download Quidd Here - http://bit.ly/2IGS5mb SUBSCRIBE OR I DELETE YOUR MINECRAFT ...,588243.0,2018-04-13 22:21:00+00:00,912,36327719.0,0.016192676451830076
foLlul8Tl3E,"I Donated $50,000 To Ninja - Fortnite",HIS REACTION TO THE $50000 WAS INSANE! Join Honey for FREE at https://www.joinhoney.com/mrbeast I donated to twitch ...,2008143.0,2018-07-14 21:06:00+00:00,1322,89812159.0,0.02235936673117946
3TflpIllQHY,I Put 100 Million Orbeez In My Friend&#39;s Backyard,THIS WAS THE CRAZIEST THING WE HAVE EVER DONE LOL New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE ...,3966861.0,2018-11-22 21:08:01+00:00,891,151143603.0,0.0262456426951791
sg_XFT4K3N4,"I Dropped $20,000 From A Drone",THIS WAS THE CRAZIEST THING I'VE EVER DONE Buy My Apparel So I Don't Go Broke - https://mrbeastshop.shop/ ...,240507.0,2018-03-08 00:13:02+00:00,711,7497101.0,0.03207999998932921
6_im_hGxGRk,Spending 24 Hours Straight Under Water Challenge,I CAN'T BELIEVE I ACTUALLY DID THIS!!!!!!! Funniest Shirts On The Internet - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE ...,2510799.0,2018-08-24 22:09:00+00:00,911,96310085.0,0.02606994895705886
t4OumncEiKo,I Took Apart My Friends Car And Put It In His Room,WE PUT HIS CAR IN HIS ROOM AND SURPRISED HIM Visit https://spons.org/MrBeast on your iPhone or Android phone to install ...,291593.0,2018-05-25 22:41:59+00:00,734,14751108.0,0.01976753203894921
Su34c5Z8DW4,I Put Millions Of Pennies In My Friends Backyard,YOU WON'T BELIEVE HOW HE REACTED TO THIS New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,1466212.0,2018-12-08 21:05:02+00:00,881,72734247.0,0.020158481877182284
Ih2WTyY62J4,"$250,000 Influencer Rock, Paper, Scissors Tournament","This rock, paper, scissors tournament consists of 32 of the worlds biggest influencers! $250000 will go to a charity of the winner's ...",1566528.0,2020-04-26 01:36:25+00:00,1680,42637553.0,0.03674056998533663
_uwNDiU04zE,"If You Press This, I’ll Pay...",Subscribe and I'll Donate $0.10 To Charity Play Rogue Company FREE today! http://hrz.io/MrBeast New Merch ...,2651923.0,2021-02-13 21:00:01+00:00,719,43238893.0,0.061331889324733636
PJyWmlWNor8,WHY DO THEY SELL THIS ON AMAZON?,"HOW DID IT DO THAT? like for a free package PO BOX ADDRESS 740 SE Greenville Blvd., Ste. 400-344 Greenville, NC 27858 ...",702067.0,2016-12-18 02:00:04+00:00,612,8221419.0,0.08539486918255838
op0N7axawJA,"I Gave $20,000 To Random Homeless People",THEY WERE SO HAPPY! NEW Merch Store! - https://mrbeastshop.shop/ ...,1206819.0,2018-02-17 00:40:00+00:00,656,43245962.0,0.027905934893990795
9vB-48kHbBU,I Built A Giant House Using Only Legos,THIS TOOK US OVER AN ENTIRE MONTH TO BUILD THIS HOUSE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,928086.0,2018-12-02 20:05:01+00:00,829,54418062.0,0.017054741861259225
9yrdFAJUSaU,"Donating $100,000 To Shroud In Real Life","YOU WON'T BELIEVE HOW HE REACTED TO THIS LOL Download Apex Legends for free on PC, PS4, and Xbox here: ...",834320.0,2019-04-04 21:05:59+00:00,854,29240368.0,0.02853315662785092
MC5h-ShR-S8,"We Drove 3,000 Miles For The World&#39;s Best Burger",THIS WAS THE CRAZIEST THING I'VE EVER DONE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,1091308.0,2018-06-09 21:13:59+00:00,926,45984373.0,0.023732149180331327
xpNeg0hPZIs,Playing Battleship With Real Ships,THIS IS 100% THE BEST THING WE HAVE EVER DONE! Open to see giveaway entries! 1.) Follow ...,872777.0,2019-04-06 20:05:58+00:00,932,31104058.0,0.028059907810099892
2O8wta4FsD4,STUPIDEST PERSN ON EART (Really Dumb),HOW IS HE SO STUPID? like or I eat your mom's dinner Rock - https://www.youtube.com/watch?v=KkS_sth28rs Paper ...,184985.0,2016-11-28 00:01:52+00:00,326,2440007.0,0.07581330709297146
XKFKPQHdWRI,Breaking Glass Using Only Megaphones,100 MEGAPHONES VS GLASS!!! SUBSCRIBE OR I DELETE YOUR MINECRAFT ACCOUNT NEW Merch Store! - mrbeast.shop ...,1305860.0,2018-03-17 22:22:47+00:00,552,49984992.0,0.026125041692514426
iUzi5JmJNWc,Surprising Strangers With 100 Zombies - Experiment,YOU WON'T BELIEVE HOW PEOPLE REACTED TO THIS LOL Download PUBG Mobile For Free - http://bit.ly/PUBGMBeast ...,1425807.0,2019-03-03 22:04:59+00:00,721,48247473.0,0.029551951871137374
yUXIx2l8kko,I Bought An Abandoned Storage Unit And Found This..,CRAZIEST DAY OF MY LIFE SUBSCRIBE FOR A FREE CAR BUY ASIAN STICKER HERE https://mrbeast.shop/ ...,592804.0,2017-12-01 23:44:58+00:00,729,33946503.0,0.01746288859267772
9-HphHIJS9c,"How I Gave Away $1,000,000","lots of you ask where my money comes from, so here ya go New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...",485758.0,2018-12-25 21:05:01+00:00,914,14038257.0,0.034602443878894655
b91vrgVY-ZQ,"Attempting The Impossible Maze - $10,000 Challenge",NO ONE HAS EVER SOLVED THIS MAZE!! Build A Website For Free - https://www.wix.com/go/mrbeast 7000000th Subscriber ...,930096.0,2018-08-15 21:08:59+00:00,1187,49047821.0,0.018963044250222653
5Hg_QSIJm8I,"I Gave $200,000 To People Who Lost Their Jobs (Corona Virus)",A lot of people are going through a ruff time right now so I tried my best to do some good :) Get the best deals while you're stuck at ...,1287683.0,2020-05-07 19:59:59+00:00,992,34770962.0,0.03703328656825773
BMZP4CtphaU,Life Hacks You Need To Know,I CAN'T BELIEVE THIS WORKED! BUY ERIC HERE - https://mrbeast.shop/ ...,195098.0,2017-12-08 22:49:10+00:00,604,7027186.0,0.027763318062165993
NZR4WEjpOQg,Winning A Game Of Fortnite In The Middle Of The Ocean,"I CAN'T BELIEVE I DID THIS, IT WAS CRAZY SUBSCRIBE OR I TAKE YOUR DOG Outro winner ...",735912.0,2018-04-25 22:09:02+00:00,615,28869730.0,0.025490782213758147
ZV7rU6lnAKQ,"$200,000 Youtuber Battle Royale",Check out part 2 here: https://www.youtube.com/watch?v=P845PrVtWIk 13 Teams All Competing For $200000 ...,1575434.0,2019-03-12 22:00:00+00:00,1584,44391052.0,0.03548990008166511
gKVZz4kcuns,"$10,000 Games Of Rock Paper Scissors",THESE ARE THE MOST EPIC GAMES OF ROCK PAPER SCISSORS EVER! DOWNLOAD THE BEST APP EVER HERE ...,480292.0,2018-11-04 21:05:02+00:00,787,16997867.0,0.028256015887169843
g2rbhIB-ITM,"I Donated $30,000 To A Random Twitch Streamer (world record)",WE CHANGED HIS LIFE! Download Like here - https://like.onelink.me/FvnB/e11cc55c SUBSCRIBE FOR A FREE CAR ...,1039924.0,2018-01-28 00:11:02+00:00,1106,32025776.0,0.032471469231533996
uotb9ZHnI2g,"Tipping Pizza Delivery Guys $10,000",Download Quidd - http://bit.ly/2x2KvwR Please support them for making this possible! SUBSCRIBE FOR A FREE CAR ...,678066.0,2017-08-23 21:44:24+00:00,769,21665288.0,0.031297345320311455
rPXmbM2UEbU,"Giving $100,000 To A Homeless Person","THIS VIDEO IS ONE OF OUR BEST VIDEOS TO DATE, I LOVE IT! Download Dragon City Here ...",981231.0,2018-12-23 21:00:01+00:00,884,28172177.0,0.03482978968930942
QapO3maXd9k,Donating $10000 To Pewdiepie,I love Pewdiepie and we must help when he wants help! Donate To CRY Here - https://www.cry.org/donation/indian-donors ...,1642182.0,2018-12-16 21:05:02+00:00,915,43585366.0,0.03767737088636585
Pe3pGsCeYXg,"Giving 3,000,000 Pennies To My 3,000,000th Subscriber",I GAVE HIM 3000000 PENNIES LOL SUBSCRIBE FOR A FREE CAR NEW Merch Store! - https://mrbeastshop.shop/ ...,229209.0,2018-02-22 23:14:03+00:00,610,8486338.0,0.0270091763962265
fG1N5kzeAhM,Dear Future Me (Scheduled Uploaded 6 Months Ago),"Dear future me, please do not be dead. Btw I also made a video for 1 and 10 years in the future!",113655.0,2016-04-04 19:30:01+00:00,145,1720103.0,0.0660745315832831
wDqJZ_2ZA3A,"I Spent $30,000 On Lottery Tickets And Won ____","LOL I CAN'T BELIEVE I DID THIS, THIS WAS INSANE!!! Get Honey For FREE at - http://joinhoney.com/mrbeast Honey has saved ...",418821.0,2018-09-28 21:05:00+00:00,1052,16658791.0,0.025141140194387457
8TFq_vvO_Wg,MrBeast6000&#39;s First Video (So Bad lol),This is the first video I uploaded to this channel!,434878.0,2015-11-19 21:29:40+00:00,187,10953561.0,0.03970197454508173
UlUcwJc5nBs,"Surprising My 8,000,000th Subscriber With 8,000,000 ___",You won't believe what I gave him! New Merch - https://shopmrbeast.com/ His Channel ...,464777.0,2018-09-19 20:05:01+00:00,1132,26058263.0,0.017836069886929914
w40Z8aT5fpQ,Why Do We Do Things That Are Bad For Us?????,"This is a video where I talk, and now your watching it. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",688.0,2015-05-14 23:52:57+00:00,204,17555.0,0.0391911136428368
vETSAZgfDP4,I Flew Using Only Balloons AND Leaf Blowers,I ACTUALLY FLEW THIS TIME OMG SUBSCRIBE OR I TAKE YOUR DOG ...,602242.0,2018-04-23 22:09:02+00:00,680,30133231.0,0.01998597495237069
pzlPJmNyepA,What is Crohn&#39;s Disease?????,"Ummm, Idk what I am supposed to write here xD Enjoy the video. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",10321.0,2015-04-04 20:31:25+00:00,424,243103.0,0.04245525559125145
x4IXCimma-s,5 Youtubers I Think Will Be Famous...,I this video I talk about 5 channels that I think will get a ton of subs over the next year and more than likely make it big.,3398.0,2014-05-31 21:06:55+00:00,264,115490.0,0.029422460819118538
dBxOYE2j55U,Make This Video The Most Liked Video On Youtube,"WHAT IS UP LOGANG, MAKE SURE YOU LIKE THE VIDEO AND WATCH TO THE END TO SEE WHO WON THE EGG ...",19049431.0,2019-01-16 22:05:01+00:00,791,96523287.0,0.1973558049261211
qZNxvnQv0h4,I Bought Every Billboard In My City For This,YOU WON'T BELIEVE WHAT I PUT ON EACH BILLBOARD LOL subscribe or i'll take your cat obviously i didn't buy every ...,1270908.0,2018-10-26 21:06:02+00:00,931,35854023.0,0.035446733550653434
-0zoWMSEOGg,"I Gave My 6,000,000th Subscriber 6,000,000 ____",YOU WON'T BELIEVE WHAT WE GAVE HIM Best Shirts On The Internet - https://shopmrbeast.com/ 6000000th subscriber ...,353912.0,2018-07-25 21:11:00+00:00,1113,15049764.0,0.02351611626600922
1UygJmcHUdQ,I Got Bored Of Studying So This Happened,I hate studying METH = DEATH.,8733.0,2015-10-13 01:15:19+00:00,129,234742.0,0.03720254577365789
BqS4iVHa-LU,How Much Money Does Penguinz0 Make????? 2016,In this video I talk about how much Penguinz0 makes off of youtube. He is almost at 1 Million subs and if you have not heard of ...,2143.0,2014-05-16 23:53:55+00:00,175,51573.0,0.04155275047020728
TZPlDuYrcDQ,Minecraft Mansion Timelapse,"Thanks for stopping by and watching what I hope to be a weekly series. I thought this build turned out well, and make sure you let ...",16737.0,2014-02-22 23:51:15+00:00,302,512942.0,0.03262942009038059
uBC7805Smsg,"I Gave $500,000 To Random People",I hope this made a difference in a lot of people's lives. New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,396284.0,2018-05-11 22:40:59+00:00,903,12798771.0,0.030962660399189892
gYaxI_allkQ,Am I Ian From Smosh????,Is Mr.Beast actually Ian from Smosh? This is something that I actually get asked a lot. Twitter Please Follow!,5978.0,2015-08-02 19:09:03+00:00,138,336265.0,0.017777645606887424
p6bzNpgbX8Y,What Is Crohns Disease?????,"As some of you guys know, I have crohns. So I decided I would do a video talking about it. Twitter Please Follow!",3145.0,2015-08-10 10:00:01+00:00,261,104858.0,0.029992942836979536
IAbX0FwX-GY,Why I Haven&#39;t Been Uploading,The truth behind it.,,2013-03-25 20:10:38+00:00,363,365229.0,
G7Y9ban7b0U,How Much Money Does Tobuscus Make?????,I decided after reading all the comment's and messages that I would bring this back. So to kick it off I talk about Tobuscus and how ...,630.0,2014-05-14 23:06:58+00:00,142,24967.0,0.0252333079665158
lfD7kMZKuNg,Big Channel&#39;s Starting Over???,This video is about people who I have watched that started over with a new channel. Pico - https://www.youtube.com/user/pico210 ...,571.0,2015-08-05 10:00:02+00:00,199,20549.0,0.027787240255000244
cRPldarzw-M,1k Subs,Hey thanks for subscribing to me. I will upload daily soon. The first part of April is always busy for me because I am playing for two ...,1226938.0,2014-04-13 23:53:33+00:00,195,16308305.0,0.07523393755512912
GxTVDClFXuc,MrBeast6000Subs,Insert funny joke Follow my twitter - https://twitter.com/MrBeastYT Guy Singing ...,16990.0,2015-08-23 11:00:00+00:00,332,246087.0,0.06904062384441274
Kgu2ApayYvI,How Much Money Do I Make?????,"Thought I would mix it up and instead of talking about a different youtuber, I talk about my self :) = Enjoy the video? Click here!",2929.0,2014-03-16 01:24:25+00:00,250,84770.0,0.0345523180370414
